ユリウス暦,889/2/4,3月6日,4月4日,5月4日,6月2日,7月2日,8月1日,8月30日,9月29日,10月28日,11月27日,12月26日,
寛平二年（庚戌）,一月※,二月,三月※,四月,五月※,六月,七月※,八月,九月,閏九月※,十月,十一月※,十二月※
ユリウス暦,890/1/25,2月23日,3月25日,4月23日,5月23日,6月21日,7月21日,8月19日,9月18日,10月18日,11月16日,12月16日,891/1/14
寛平三年（辛亥）,一月,二月,三月※,四月※,五月,六月※,七月,八月,九月,十月※,十一月,十二月,
ユリウス暦,891/2/12,3月14日,4月13日,5月12日,6月10日,7月10日,8月8日,9月7日,10月7日,11月6日,12月5日,892/1/4,
寛平四年（壬子）,一月※,二月※,三月,四月※,五月※,六月,七月※,八月,九月,十月※,十一月,十二月,
ユリウス暦,892/2/3,3月3日,4月1日,5月1日,5月30日,6月28日,7月28日,8月26日,9月25日,10月25日,11月23日,12月23日,
寛平五年（癸丑）,一月※,二月,三月※,四月,五月※,閏五月※,六月,七月※,八月,九月※,十月,十一月,十二月
ユリウス暦,893/1/22,2月20日,3月22日,4月20日,5月20日,6月18日,7月17日,8月16日,9月14日,10月14日,11月12日,12月12日,894/1/11
寛平六年（甲寅）,一月※,二月,三月※,四月※,五月,六月※,七月※,八月,九月,十月※,十一月,十二月,
ユリウス暦,894/2/10,3月11日,4月10日,5月9日,6月7日,7月7日,8月5日,9月3日,10月3日,11月2日,12月1日,12月31日,
寛平七年（乙卯）,一月,二月※,三月,四月※,五月,六月※,七月※,八月※,九月,十月※,十一月,十二月,
ユリウス暦,895/1/30,3月1日,3月30日,4月29日,5月28日,6月27日,7月26日,8月24日,9月22日,10月22日,11月20日,12月20日,
寛平八年（丙辰）,一月,閏一月※,二月,三月,四月※,五月※,六月,七月※,八月,九月※,十月※,十一月,十二月
ユリウス暦,896/1/19,2月18日,3月18日,4月17日,5月17日,6月15日,7月14日,8月13日,9月11日,10月11日,11月9日,12月8日,897/1/7
寛平九年（丁巳）,一月※,二月,三月,四月※,五月,六月※,七月,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,897/2/6,3月7日,4月6日,5月6日,6月4日,7月4日,8月2日,9月1日,9月30日,10月30日,11月28日,12月28日,
寛平十年（戊午）,一月,二月※,三月,四月※,五月,六月,七月※,八月,九月※,十月,閏十月※,十一月,十二月※
ユリウス暦,898/1/26,2月25日,3月26日,4月25日,5月24日,6月23日,7月23日,8月21日,9月20日,10月19日,11月18日,12月17日,899/1/16
昌泰元年（戊午）,一月,二月※,三月,四月※,五月,六月,七月※,八月,九月※,十月,閏十月※,十一月,十二月※
ユリウス暦,898/1/26,2月25日,3月26日,4月25日,5月24日,6月23日,7月23日,8月21日,9月20日,10月19日,11月18日,12月17日,899/1/16
昌泰二年（己未）,一月,二月※,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月※,十二月,
ユリウス暦,899/2/14,3月16日,4月14日,5月14日,6月12日,7月12日,8月10日,9月9日,10月9日,11月7日,12月7日,900/1/5,
昌泰三年（庚申）,一月※,二月※,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月,十二月※,
ユリウス暦,900/2/4,3月4日,4月2日,5月2日,5月31日,6月30日,7月29日,8月28日,9月27日,10月26日,11月25日,12月25日,
昌泰四年（辛酉）,一月,二月※,三月,四月※,五月※,六月,閏六月※,七月,八月※,九月,十月,十一月,十二月※
ユリウス暦,901/1/23,2月22日,3月23日,4月22日,5月21日,6月19日,7月19日,8月17日,9月16日,10月15日,11月14日,12月14日,902/1/13
延喜元年（辛酉）,一月,二月※,三月,四月※,五月※,六月,閏六月※,七月,八月※,九月,十月,十一月,十二月※
ユリウス暦,901/1/23,2月22日,3月23日,4月22日,5月21日,6月19日,7月19日,8月17日,9月16日,10月15日,11月14日,12月14日,902/1/13
延喜二年（壬戌）,一月,二月※,三月,四月※,五月※,六月※,七月,八月,九月※,十月,十一月,十二月,
ユリウス暦,902/2/11,3月13日,4月11日,5月11日,6月9日,7月8日,8月6日,9月5日,10月5日,11月3日,12月3日,903/1/2,
延喜三年（癸亥）,一月※,二月,三月※,四月,五月※,六月※,七月※,八月,九月※,十月,十一月,十二月,
ユリウス暦,903/2/1,3月2日,4月1日,4月30日,5月30日,6月28日,7月27日,8月25日,9月24日,10月23日,11月22日,12月22日,
延喜四年（甲子）,一月※,二月,三月,閏三月※,四月,五月※,六月※,七月※,八月,九月※,十月,十一月,十二月※
ユリウス暦,904/1/21,2月19日,3月20日,4月19日,5月18日,6月17日,7月16日,8月14日,9月12日,10月12日,11月10日,12月10日,905/1/9
延喜五年（乙丑）,一月,二月,三月※,四月,五月※,六月,七月※,八月,九月※,十月※,十一月,十二月,
ユリウス暦,905/2/7,3月9日,4月8日,5月7日,6月6日,7月5日,8月4日,9月2日,10月2日,10月31日,11月29日,12月29日,
延喜六年（丙寅）,一月※,二月,三月※,四月,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,閏十二月※
ユリウス暦,906/1/28,2月26日,3月28日,4月26日,5月26日,6月25日,7月24日,8月23日,9月21日,10月21日,11月19日,12月18日,907/1/17
延喜七年（丁卯）,一月,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,907/2/15,3月17日,4月16日,5月15日,6月14日,7月13日,8月12日,9月11日,10月10日,11月9日,12月8日,908/1/7,
延喜八年（戊辰）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月,十一月※,十二月,
ユリウス暦,908/2/5,3月5日,4月4日,5月3日,6月2日,7月1日,7月31日,8月30日,9月28日,10月28日,11月27日,12月26日,
延喜九年（己巳）,一月※,二月※,三月,四月※,五月,六月※,七月,八月※,閏八月,九月,十月,十一月※,十二月
ユリウス暦,909/1/25,2月23日,3月24日,4月23日,5月22日,6月21日,7月20日,8月19日,9月17日,10月17日,11月16日,12月16日,910/1/14
延喜十年（庚午）,一月※,二月,三月※,四月※,五月,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,910/2/13,3月14日,4月13日,5月12日,6月10日,7月10日,8月8日,9月7日,10月6日,11月5日,12月5日,911/1/4,
延喜十一年（辛未）,一月,二月※,三月,四月※,五月※,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,911/2/2,3月4日,4月2日,5月2日,5月31日,6月29日,7月28日,8月27日,9月25日,10月25日,11月24日,12月24日,
延喜十二年（壬申）,一月,二月,三月※,四月,五月※,閏五月※,六月※,七月,八月※,九月,十月,十一月※,十二月
ユリウス暦,912/1/22,2月21日,3月22日,4月20日,5月20日,6月18日,7月17日,8月15日,9月14日,10月13日,11月12日,12月12日,913/1/10
延喜十三年（癸酉）,一月,二月,三月※,四月※,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,913/2/9,3月11日,4月10日,5月9日,6月7日,7月7日,8月5日,9月3日,10月3日,11月1日,12月1日,12月30日,
延喜十四年（甲戌）,一月,二月,三月※,四月,五月※,六月,七月※,八月,九月※,十月※,十一月,十二月※,
ユリウス暦,914/1/29,2月28日,3月30日,4月28日,5月28日,6月26日,7月26日,8月24日,9月23日,10月22日,11月20日,12月20日,
延喜十五年（乙亥）,一月,二月,閏二月※,三月,四月,五月※,六月,七月※,八月,九月※,十月※,十一月,十二月※
ユリウス暦,915/1/18,2月17日,3月19日,4月17日,5月17日,6月16日,7月15日,8月14日,9月12日,10月12日,11月10日,12月9日,916/1/8
延喜十六年（丙子）,一月,二月※,三月,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月※,
ユリウス暦,916/2/6,3月7日,4月5日,5月5日,6月4日,7月3日,8月2日,8月31日,9月30日,10月30日,11月28日,12月28日,
延喜十七年（丁丑）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月,閏十月※,十一月,十二月※
ユリウス暦,917/1/26,2月24日,3月26日,4月24日,5月24日,6月22日,7月22日,8月21日,9月19日,10月19日,11月18日,12月17日,918/1/16
延喜十八年（戊寅）,一月※,二月,三月※,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月,
ユリウス暦,918/2/14,3月15日,4月14日,5月13日,6月12日,7月11日,8月10日,9月8日,10月8日,11月7日,12月6日,919/1/5,
延喜十九年（己卯）,一月※,二月,三月※,四月※,五月※,六月,七月※,八月,九月,十月,十一月※,十二月,
ユリウス暦,919/2/4,3月5日,4月4日,5月3日,6月1日,6月30日,7月30日,8月28日,9月27日,10月27日,11月26日,12月25日,
延喜二十年（庚辰）,一月,二月※,三月,四月※,五月※,六月※,閏六月,七月※,八月,九月,十月※,十一月,十二月
ユリウス暦,920/1/24,2月23日,3月23日,4月22日,5月21日,6月19日,7月18日,8月17日,9月15日,10月15日,11月14日,12月13日,921/1/12
延喜二十一年（辛巳）,一月,二月※,三月,四月※,五月※,六月※,七月,八月※,九月,十月※,十一月,十二月,
ユリウス暦,921/2/11,3月13日,4月11日,5月11日,6月9日,7月8日,8月6日,9月5日,10月4日,11月3日,12月2日,922/1/1,
延喜二十二年（壬午）,一月,二月※,三月,四月※,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,922/1/31,3月2日,3月31日,4月30日,5月29日,6月28日,7月27日,8月25日,9月24日,10月23日,11月22日,12月21日,
延喜二十三年（癸未）,一月,二月※,三月,四月,閏四月※,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月
ユリウス暦,923/1/20,2月19日,3月20日,4月19日,5月19日,6月17日,7月17日,8月15日,9月13日,10月13日,11月11日,12月11日,924/1/9
延長元年（癸未）,一月,二月※,三月,四月,閏四月※,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月
ユリウス暦,923/1/20,2月19日,3月20日,4月19日,5月19日,6月17日,7月17日,8月15日,9月13日,10月13日,11月11日,12月11日,924/1/9
延長二年（甲申）,一月※,二月,三月,四月※,五月,六月,七月※,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,924/2/8,3月8日,4月7日,5月7日,6月5日,7月5日,8月4日,9月2日,10月1日,10月31日,11月29日,12月29日,
延長三年（乙酉）,一月,二月※,三月,四月※,五月,六月,七月※,八月,九月※,十月,十一月,十二月※,閏十二月※
ユリウス暦,925/1/27,2月26日,3月27日,4月26日,5月25日,6月24日,7月24日,8月22日,9月21日,10月20日,11月19日,12月19日,926/1/17
延長四年（丙戌）,一月,二月※,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月,十二月※,
ユリウス暦,926/2/15,3月17日,4月15日,5月15日,6月13日,7月13日,8月11日,9月10日,10月10日,11月8日,12月8日,927/1/7,
延長五年（丁亥）,一月※,二月,三月※,四月,五月※,六月※,七月,八月,九月,十月※,十一月,十二月,
ユリウス暦,927/2/5,3月6日,4月5日,5月4日,6月3日,7月2日,7月31日,8月30日,9月29日,10月29日,11月27日,12月27日,
延長六年（戊子）,一月※,二月,三月※,四月※,五月※,六月,七月※,八月,閏八月,九月※,十月,十一月,十二月
ユリウス暦,928/1/26,2月24日,3月25日,4月23日,5月22日,6月20日,7月20日,8月18日,9月17日,10月17日,11月15日,12月15日,929/1/14
延長七年（己丑）,一月※,二月,三月※,四月※,五月※,六月,七月※,八月,九月※,十月,十一月,十二月,
ユリウス暦,929/2/13,3月14日,4月13日,5月12日,6月10日,7月9日,8月8日,9月6日,10月6日,11月4日,12月4日,930/1/3,
延長八年（庚寅）,一月※,二月,三月※,四月,五月※,六月※,七月,八月※,九月,十月※,十一月,十二月,
ユリウス暦,930/2/2,3月3日,4月2日,5月1日,5月31日,6月29日,7月28日,8月27日,9月25日,10月25日,11月23日,12月23日,
延長九年（辛卯）,一月※,二月,三月,四月※,五月,閏五月※,六月※,七月,八月※,九月,十月※,十一月,十二月※
ユリウス暦,931/1/22,2月20日,3月22日,4月21日,5月20日,6月19日,7月18日,8月16日,9月15日,10月14日,11月13日,12月12日,932/1/11
承平元年（辛卯）,一月※,二月,三月,四月※,五月,閏五月※,六月※,七月,八月※,九月,十月※,十一月,十二月※
ユリウス暦,931/1/22,2月20日,3月22日,4月21日,5月20日,6月19日,7月18日,8月16日,9月15日,10月14日,11月13日,12月12日,932/1/11
承平二年（壬辰）,一月,二月,三月,四月※,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,932/2/9,3月10日,4月9日,5月9日,6月7日,7月7日,8月5日,9月3日,10月3日,11月1日,12月1日,12月30日,
承平三年（癸巳）,一月※,二月,三月,四月※,五月,六月※,七月,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,933/1/29,2月27日,3月29日,4月28日,5月27日,6月26日,7月25日,8月24日,9月22日,10月22日,11月20日,12月20日,
承平四年（甲午）,一月,閏一月※,二月,三月※,四月,五月,六月※,七月,八月※,九月,十月※,十一月,十二月※
ユリウス暦,934/1/18,2月17日,3月18日,4月17日,5月16日,6月15日,7月15日,8月13日,9月12日,10月11日,11月10日,12月9日,935/1/8
承平五年（乙未）,一月,二月※,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月※,十二月,
ユリウス暦,935/2/6,3月8日,4月6日,5月6日,6月4日,7月4日,8月2日,9月1日,10月1日,10月30日,11月29日,12月28日,
承平六年（丙申）,一月※,二月,三月※,四月※,五月,六月※,七月,八月,九月※,十月,十一月,閏十一月※,十二月※
ユリウス暦,936/1/27,2月25日,3月26日,4月24日,5月23日,6月22日,7月21日,8月20日,9月19日,10月18日,11月17日,12月17日,937/1/15
承平七年（丁酉）,一月,二月,三月※,四月※,五月,六月※,七月,八月※,九月,十月,十一月※,十二月※,
ユリウス暦,937/2/13,3月15日,4月14日,5月13日,6月11日,7月11日,8月9日,9月8日,10月7日,11月6日,12月6日,938/1/4,
承平八年（戊戌）,一月,二月,三月,四月※,五月※,六月,七月※,八月,九月※,十月,十一月,十二月※,
ユリウス暦,938/2/2,3月4日,4月3日,5月3日,6月1日,6月30日,7月30日,8月28日,9月27日,10月26日,11月25日,12月25日,
天慶元年（戊戌）,一月,二月,三月,四月※,五月※,六月,七月※,八月,九月※,十月,十一月,十二月※,
ユリウス暦,938/2/2,3月4日,4月3日,5月3日,6月1日,6月30日,7月30日,8月28日,9月27日,10月26日,11月25日,12月25日,
天慶二年（己亥）,一月,二月,三月※,四月,五月※,六月※,七月,閏七月※,八月,九月※,十月,十一月※,十二月
ユリウス暦,939/1/23,2月22日,3月24日,4月22日,5月22日,6月20日,7月19日,8月18日,9月16日,10月16日,11月14日,12月14日,940/1/12
天慶三年（庚子）,一月,二月,三月※,四月,五月※,六月※,七月,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,940/2/11,3月12日,4月11日,5月10日,6月9日,7月8日,8月6日,9月5日,10月4日,11月3日,12月2日,941/1/1,
天慶四年（辛丑）,一月,二月,三月※,四月,五月,六月※,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,941/1/30,3月1日,3月31日,4月29日,5月29日,6月28日,7月27日,8月25日,9月24日,10月23日,11月22日,12月21日,
天慶五年（壬寅）,一月※,二月,三月※,閏三月,四月,五月※,六月,七月※,八月,九月※,十月※,十一月,十二月
ユリウス暦,942/1/20,2月18日,3月20日,4月18日,5月18日,6月17日,7月16日,8月15日,9月13日,10月13日,11月11日,12月10日,943/1/9
天慶六年（癸卯）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,943/2/8,3月9日,4月8日,5月7日,6月6日,7月5日,8月4日,9月3日,10月2日,11月1日,11月30日,12月30日,
天慶七年（甲辰）,一月,二月※,三月,四月※,五月※,六月,七月,八月※,九月,十月,十一月※,十二月,閏十二月※
ユリウス暦,944/1/28,2月27日,3月27日,4月26日,5月25日,6月23日,7月23日,8月22日,9月20日,10月20日,11月19日,12月18日,945/1/17
天慶八年（乙巳）,一月,二月※,三月※,四月,五月※,六月,七月※,八月,九月,十月,十一月※,十二月,
ユリウス暦,945/2/15,3月17日,4月15日,5月14日,6月13日,7月12日,8月11日,9月9日,10月9日,11月8日,12月8日,946/1/6,
天慶九年（丙午）,一月※,二月,三月※,四月※,五月,六月※,七月,八月※,九月,十月,十一月※,十二月,
ユリウス暦,946/2/5,3月6日,4月5日,5月4日,6月2日,7月2日,7月31日,8月30日,9月28日,10月28日,11月27日,12月26日,
天慶十年（丁未）,一月,二月※,三月,四月※,五月※,六月,七月※,閏七月※,八月,九月,十月※,十一月,十二月
ユリウス暦,947/1/25,2月24日,3月25日,4月24日,5月23日,6月21日,7月21日,8月19日,9月17日,10月17日,11月16日,12月15日,948/1/14
天暦元年（丁未）,一月,二月※,三月,四月※,五月※,六月,七月※,閏七月※,八月,九月,十月※,十一月,十二月
ユリウス暦,947/1/25,2月24日,3月25日,4月24日,5月23日,6月21日,7月21日,8月19日,9月17日,10月17日,11月16日,12月15日,948/1/14
天暦二年（戊申）,一月,二月※,三月,四月※,五月※,六月,七月※,八月※,九月,十月,十一月※,十二月,
ユリウス暦,948/2/13,3月14日,4月12日,5月12日,6月10日,7月9日,8月8日,9月6日,10月5日,11月4日,12月4日,949/1/2,
天暦三年（己酉）,一月,二月※,三月,四月,五月※,六月※,七月,八月※,九月※,十月,十一月,十二月※,
ユリウス暦,949/2/1,3月3日,4月1日,5月1日,5月31日,6月29日,7月28日,8月27日,9月25日,10月24日,11月23日,12月23日,
天暦四年（庚戌）,一月,二月※,三月,四月,五月※,閏五月,六月※,七月,八月※,九月,十月※,十一月,十二月※
ユリウス暦,950/1/21,2月20日,3月21日,4月20日,5月20日,6月18日,7月18日,8月16日,9月15日,10月14日,11月13日,12月12日,951/1/11
天暦五年（辛亥）,一月,二月※,三月,四月,五月※,六月,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,951/2/9,3月11日,4月9日,5月9日,6月8日,7月7日,8月6日,9月4日,10月4日,11月2日,12月2日,12月31日,
天暦六年（壬子）,一月※,二月,三月※,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月※,
ユリウス暦,952/1/30,2月28日,3月29日,4月27日,5月27日,6月25日,7月25日,8月23日,9月22日,10月22日,11月20日,12月20日,
天暦七年（癸丑）,一月,閏一月※,二月※,三月,四月※,五月,六月※,七月,八月,九月,十月※,十一月,十二月※
ユリウス暦,953/1/18,2月17日,3月18日,4月16日,5月16日,6月14日,7月14日,8月12日,9月11日,10月11日,11月10日,12月9日,954/1/8
天暦八年（甲寅）,一月,二月※,三月※,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月,
ユリウス暦,954/2/6,3月8日,4月6日,5月5日,6月4日,7月3日,8月2日,8月31日,9月30日,10月30日,11月28日,12月28日,
天暦九年（乙卯）,一月※,二月,三月※,四月※,五月,六月※,七月※,八月,九月,閏九月※,十月,十一月,十二月
ユリウス暦,955/1/27,2月25日,3月27日,4月25日,5月24日,6月23日,7月22日,8月20日,9月19日,10月19日,11月17日,12月17日,956/1/16
天暦十年（丙辰）,一月※,二月,三月※,四月※,五月,六月※,七月※,八月,九月,十月※,十一月,十二月,
ユリウス暦,956/2/15,3月15日,4月14日,5月13日,6月11日,7月11日,8月9日,9月7日,10月7日,11月6日,12月5日,957/1/4,
天暦十一年（丁巳）,一月,二月※,三月,四月※,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月,
ユリウス暦,957/2/3,3月5日,4月3日,5月3日,6月1日,6月30日,7月30日,8月28日,9月26日,10月26日,11月24日,12月24日,
天徳元年（丁巳）,一月,二月※,三月,四月※,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月,
ユリウス暦,957/2/3,3月5日,4月3日,5月3日,6月1日,6月30日,7月30日,8月28日,9月26日,10月26日,11月24日,12月24日,
天徳二年（戊午）,一月,二月※,三月,四月※,五月,六月※,七月,閏七月※,八月※,九月,十月※,十一月,十二月
ユリウス暦,958/1/23,2月22日,3月23日,4月22日,5月21日,6月20日,7月19日,8月18日,9月16日,10月15日,11月14日,12月13日,959/1/12
天徳三年（己未）,一月※,二月,三月,四月※,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,
ユリウス暦,959/2/11,3月12日,4月11日,5月11日,6月9日,7月9日,8月7日,9月6日,10月5日,11月4日,12月3日,960/1/1,
天徳四年（庚申）,一月,二月※,三月,四月※,五月,六月,七月※,八月,九月※,十月,十一月※,十二月,
ユリウス暦,960/1/31,3月1日,3月30日,4月29日,5月28日,6月27日,7月27日,8月25日,9月24日,10月23日,11月22日,12月21日,
天徳五年（辛酉）,一月※,二月※,三月,閏三月※,四月,五月,六月※,七月,八月,九月※,十月,十一月※,十二月
ユリウス暦,961/1/20,2月18日,3月19日,4月18日,5月17日,6月16日,7月16日,8月14日,9月13日,10月13日,11月11日,12月11日,962/1/9
応和元年（辛酉）,一月※,二月※,三月,閏三月※,四月,五月,六月※,七月,八月,九月※,十月,十一月※,十二月
ユリウス暦,961/1/20,2月18日,3月19日,4月18日,5月17日,6月16日,7月16日,8月14日,9月13日,10月13日,11月11日,12月11日,962/1/9
応和二年（壬戌）,一月※,二月※,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月,十二月※,
ユリウス暦,962/2/8,3月9日,4月7日,5月7日,6月5日,7月5日,8月3日,9月2日,10月2日,10月31日,11月30日,12月30日,
応和三年（癸亥）,一月,二月※,三月※,四月,五月※,六月,七月※,八月,九月※,十月,十一月,十二月,閏十二月※
ユリウス暦,963/1/28,2月27日,3月28日,4月26日,5月26日,6月24日,7月24日,8月22日,9月21日,10月20日,11月19日,12月19日,964/1/18
応和四年（甲子）,一月,二月※,三月※,四月,五月※,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,964/2/16,3月17日,4月15日,5月14日,6月13日,7月12日,8月10日,9月9日,10月8日,11月7日,12月7日,965/1/6,
康保元年（甲子）,一月,二月※,三月※,四月,五月※,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,964/2/16,3月17日,4月15日,5月14日,6月13日,7月12日,8月10日,9月9日,10月8日,11月7日,12月7日,965/1/6,
康保二年（乙丑）,一月,二月,三月※,四月※,五月,六月※,七月※,八月,九月※,十月,十一月,十二月,
ユリウス暦,965/2/4,3月6日,4月5日,5月4日,6月2日,7月2日,7月31日,8月29日,9月28日,10月27日,11月26日,12月26日,
康保三年（丙寅）,一月※,二月,三月,四月※,五月※,六月,七月※,八月※,閏八月,九月※,十月,十一月,十二月※
ユリウス暦,966/1/25,2月23日,3月25日,4月24日,5月23日,6月21日,7月21日,8月19日,9月17日,10月17日,11月15日,12月15日,967/1/14
康保四年（丁卯）,一月,二月,三月※,四月,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月,
ユリウス暦,967/2/12,3月14日,4月13日,5月12日,6月11日,7月10日,8月9日,9月7日,10月6日,11月5日,12月4日,968/1/3,
康保五年（戊辰）,一月※,二月,三月※,四月,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,
ユリウス暦,968/2/2,3月2日,4月1日,4月30日,5月30日,6月29日,7月28日,8月27日,9月25日,10月25日,11月23日,12月22日,
安和元年（戊辰）,一月※,二月,三月※,四月,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,
ユリウス暦,968/2/2,3月2日,4月1日,4月30日,5月30日,6月29日,7月28日,8月27日,9月25日,10月25日,11月23日,12月22日,
安和二年（己巳）,一月※,二月,三月,四月※,五月,閏五月※,六月,七月,八月※,九月,十月※,十一月,十二月※
ユリウス暦,969/1/21,2月19日,3月21日,4月20日,5月19日,6月18日,7月17日,8月16日,9月15日,10月14日,11月13日,12月12日,970/1/11
安和三年（庚午）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月,十一月※,十二月,
ユリウス暦,970/2/9,3月10日,4月9日,5月8日,6月7日,7月6日,8月5日,9月4日,10月3日,11月2日,12月2日,12月31日,
天禄元年（庚午）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月,十一月※,十二月,
ユリウス暦,970/2/9,3月10日,4月9日,5月8日,6月7日,7月6日,8月5日,9月4日,10月3日,11月2日,12月2日,12月31日,
天禄二年（辛未）,一月※,二月※,三月,四月※,五月,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,971/1/30,2月28日,3月29日,4月28日,5月27日,6月26日,7月25日,8月24日,9月22日,10月22日,11月21日,12月21日,
天禄三年（壬申）,一月,二月※,閏二月※,三月,四月※,五月※,六月,七月,八月※,九月,十月,十一月,十二月※
ユリウス暦,972/1/19,2月18日,3月18日,4月16日,5月16日,6月14日,7月13日,8月12日,9月11日,10月10日,11月9日,12月9日,973/1/8
天禄四年（癸酉）,一月,二月※,三月※,四月,五月※,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,973/2/6,3月8日,4月6日,5月5日,6月4日,7月3日,8月1日,8月31日,9月29日,10月29日,11月28日,12月28日,
天延元年（癸酉）,一月,二月※,三月※,四月,五月※,六月※,七月,八月※,九月,十月,十一月,十二月※,
ユリウス暦,973/2/6,3月8日,4月6日,5月5日,6月4日,7月3日,8月1日,8月31日,9月29日,10月29日,11月28日,12月28日,
天延二年（甲戌）,一月,二月,三月※,四月※,五月,六月※,七月※,八月,九月※,十月,閏十月,十一月※,十二月
ユリウス暦,974/1/26,2月25日,3月27日,4月25日,5月24日,6月23日,7月22日,8月20日,9月19日,10月18日,11月17日,12月17日,975/1/15
天延三年（乙亥）,一月,二月※,三月,四月※,五月,六月※,七月※,八月※,九月,十月,十一月※,十二月,
ユリウス暦,975/2/14,3月16日,4月14日,5月14日,6月12日,7月12日,8月10日,9月8日,10月7日,11月6日,12月6日,976/1/4,
天延四年（丙子）,一月,二月,三月※,四月,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,976/2/3,3月4日,4月3日,5月2日,6月1日,6月30日,7月30日,8月28日,9月26日,10月26日,11月24日,12月24日,
貞元元年（丙子）,一月,二月,三月※,四月,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月※,
ユリウス暦,976/2/3,3月4日,4月3日,5月2日,6月1日,6月30日,7月30日,8月28日,9月26日,10月26日,11月24日,12月24日,
貞元二年（丁丑）,一月,二月,三月※,四月,五月,六月※,七月,閏七月※,八月※,九月,十月※,十一月,十二月※
ユリウス暦,977/1/22,2月21日,3月23日,4月21日,5月21日,6月20日,7月19日,8月18日,9月16日,10月15日,11月14日,12月13日,978/1/12
貞元三年（戊寅）,一月,二月※,三月,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月※,
ユリウス暦,978/2/10,3月12日,4月10日,5月10日,6月9日,7月8日,8月7日,9月5日,10月5日,11月4日,12月3日,979/1/2,
天元元年（戊寅）,一月,二月※,三月,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月※,
ユリウス暦,978/2/10,3月12日,4月10日,5月10日,6月9日,7月8日,8月7日,9月5日,10月5日,11月4日,12月3日,979/1/2,
天元二年（己卯）,一月※,二月,三月※,四月,五月※,六月,七月,八月※,九月,十月,十一月※,十二月,
ユリウス暦,979/1/31,3月1日,3月31日,4月29日,5月29日,6月27日,7月27日,8月26日,9月24日,10月24日,11月23日,12月22日,
天元三年（庚辰）,一月※,二月※,三月,閏三月※,四月,五月※,六月,七月※,八月,九月,十月※,十一月,十二月
ユリウス暦,980/1/21,2月19日,3月19日,4月18日,5月17日,6月16日,7月15日,8月14日,9月12日,10月12日,11月11日,12月10日,981/1/9
天元四年（辛巳）,一月※,二月※,三月,四月※,五月※,六月,七月※,八月,九月,十月,十一月※,十二月,
ユリウス暦,981/2/8,3月9日,4月7日,5月7日,6月5日,7月4日,8月3日,9月1日,10月1日,10月31日,11月30日,12月29日,
天元五年（壬午）,一月,二月※,三月※,四月,五月※,六月※,七月,八月※,九月,十月,十一月※,十二月,閏十二月
ユリウス暦,982/1/28,2月27日,3月28日,4月26日,5月26日,6月24日,7月23日,8月22日,9月20日,10月20日,11月19日,12月18日,983/1/17
