ユリウス暦,1861/1/29,2月27日,3月29日,4月28日,5月27日,6月26日,7月25日,8月24日,9月22日,10月22日,11月20日,12月19日,
文久元年（辛酉）,一月※,二月,三月,四月※,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,
グレゴリオ暦,1861/2/10,3月11日,4月10日,5月10日,6月8日,7月8日,8月6日,9月5日,10月4日,11月3日,12月2日,12月31日,
ユリウス暦,1861/1/29,2月27日,3月29日,4月28日,5月27日,6月26日,7月25日,8月24日,9月22日,10月22日,11月20日,12月19日,
文久二年（壬戌）,一月,二月※,三月,四月,五月※,六月,七月※,八月,閏八月※,九月,十月※,十一月,十二月※
グレゴリオ暦,1862/1/30,3月1日,3月30日,4月29日,5月29日,6月27日,7月27日,8月25日,9月24日,10月23日,11月22日,12月21日,1863/1/20
ユリウス暦,1862/1/18,2月17日,3月18日,4月17日,5月17日,6月15日,7月15日,8月13日,9月12日,10月11日,11月10日,12月9日,1863/1/8
文久三年（癸亥）,一月※,二月,三月,四月※,五月,六月※,七月,八月,九月※,十月,十一月※,十二月,
グレゴリオ暦,1863/2/18,3月19日,4月18日,5月18日,6月16日,7月16日,8月14日,9月13日,10月13日,11月11日,12月11日,1864/1/9,
ユリウス暦,1863/2/6,3月7日,4月6日,5月6日,6月4日,7月4日,8月2日,9月1日,10月1日,10月30日,11月29日,12月28日,
文久四年（甲子）,一月※,二月※,三月,四月※,五月,六月※,七月,八月,九月,十月※,十一月,十二月※,
グレゴリオ暦,1864/2/8,3月8日,4月6日,5月6日,6月4日,7月4日,8月2日,9月1日,10月1日,10月31日,11月29日,12月29日,
ユリウス暦,1864/1/27,2月25日,3月25日,4月24日,5月23日,6月22日,7月21日,8月20日,9月19日,10月19日,11月17日,12月17日,
元治元年（甲子）,一月※,二月※,三月,四月※,五月,六月※,七月,八月,九月,十月※,十一月,十二月※,
グレゴリオ暦,1864/2/8,3月8日,4月6日,5月6日,6月4日,7月4日,8月2日,9月1日,10月1日,10月31日,11月29日,12月29日,
ユリウス暦,1864/1/27,2月25日,3月25日,4月24日,5月23日,6月22日,7月21日,8月20日,9月19日,10月19日,11月17日,12月17日,
元治二年（乙丑）,一月,二月※,三月※,四月,五月※,閏五月,六月※,七月,八月,九月※,十月,十一月,十二月※
グレゴリオ暦,1865/1/27,2月26日,3月27日,4月25日,5月25日,6月23日,7月23日,8月21日,9月20日,10月20日,11月18日,12月18日,1866/1/17
ユリウス暦,1865/1/15,2月14日,3月15日,4月13日,5月13日,6月11日,7月11日,8月9日,9月8日,10月8日,11月6日,12月6日,1866/1/5
慶応元年（乙丑）,四月,五月※,閏五月,六月※,七月,八月,九月※,十月,十一月,十二月※,,,
グレゴリオ暦,1865/5/1[4],5月25日,6月23日,7月23日,8月21日,9月20日,10月20日,11月18日,12月18日,1866/1/17,,,
慶応二年（丙寅）,一月,二月※,三月,四月※,五月※,六月※,七月,八月,九月※,十月,十一月,十二月,
グレゴリオ暦,1866/2/15,3月17日,4月15日,5月15日,6月13日,7月12日,8月10日,9月9日,10月9日,11月7日,12月7日,1867/1/6,
慶応三年（丁卯）,一月※,二月,三月※,四月,五月※,六月※,七月※,八月,九月※,十月,十一月,十二月,
グレゴリオ暦,1867/2/5,3月6日,4月5日,5月4日,6月3日,7月2日,7月31日,8月29日,9月28日,10月27日,11月26日,12月26日,
慶応四年（戊辰）,一月※,二月,三月,四月※,閏四月※,五月,六月※,七月※,八月,九月※,十月,十一月,十二月※
グレゴリオ暦,1868/1/25,2月23日,3月24日,4月23日,5月22日,6月20日,7月20日,8月18日,9月16日,10月16日,11月14日,12月14日,1869/1/13
明治2年（己巳）,一月,二月,三月,四月※,五月※,六月,七月※,八月※,九月,十月※,十一月,十二月,
西暦,1869/2/11,3月13日,4月12日,5月12日,6月10日,7月9日,8月8日,9月6日,10月5日,11月4日,12月3日,1870/1/2,
明治3年（庚午）,一月※,二月,三月,四月※,五月,六月※,七月,八月※,九月,十月※,閏十月※,十一月,十二月※
西暦,1870/2/1,3月2日,4月1日,5月1日,5月30日,6月29日,7月28日,8月27日,9月25日,10月25日,11月23日,12月22日,1871/1/21
明治4年（辛未）,一月,二月,三月※,四月,五月,六月※,七月,八月※,九月,十月※,十一月※,十二月,
西暦,1871/2/19,3月21日,4月20日,5月19日,6月18日,7月18日,8月16日,9月15日,10月14日,11月13日,12月12日,1872/1/10,
明治5年（壬申）,一月※,二月,三月※,四月,五月,六月※,七月,八月,九月※,十月,十一月※,十二月,
西暦,1872/2/9,3月9日,4月8日,5月7日,6月6日,7月6日,8月4日,9月3日,10月3日,11月1日,12月1日,12/30?12/31[35],
